company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Waivly,2021-01-01,http://www.Waivly.com,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Media and Entertainment, Professional Services, Software","Consulting, Metaverse, Stock Exchanges, Trading Platform, Venture Capital, Web3",321664.0,"The Future Wave. The Platform for Web3 Professionals and Enthusiasts. Waivly is a driven and ambitious digital media brand pushing the wave of the online space forward, creating content around Web3, NFTs, Crypto, tech, and other future-led spaces. Waivly runs a prestigious free daily newsletter which is enjoyed by thousands of people all across the internet throughout the week. The newsletter gives people enjoyable and fun-to-read content around everything they want to know and the areas that matter to them, like what’s happening around crypto and NFT’s, the evolution of the metaverse and Web3, the future of startups, business news, creators and movement makers making waves, the latest advancements in tech, what’s going on in the online world, and more, all blended together in digestible and to-the-point email content.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,29958,False,False
Brightest,2018-01-02,https://www.brightest.io,"New York, New York, United States","Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Events, Information Technology, Media and Entertainment, Science and Engineering, Software, Sustainability","Artificial Intelligence (AI), Business Intelligence, Communities, Events, Information Technology, Software, Sustainability",50314.0,"Brightest is a platform for caring people, purpose-led organizations, and organizations changing the world. Brightest develops smart software for social impact, sustainability, community engagement, and (virtual) events where good things happen.",11-50,1.0,,2019-04-02,250000.0,Debt Financing,250000.0,1.0,11-50,Private,,,0.0,1.0,,1,2018,6660,False,False
The Luxurist Method,2020-01-01,https://www.theluxuristmethod.com/,"Boston, Massachusetts, United States","Advertising, Internet Services, Sales and Marketing","Advertising, Brand Marketing, Digital Marketing, SEO, Social Media Marketing",1563913.0,"The Luxurist Method provides advertising services. They provide search engine optimization services, branding, copywriting, and analytics tag management strategy services. They provide inquiries through email and online applications.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,64519,False,False
Bubby Dog Academy,2018-03-01,https://www.bubbydogacademy.com,"Los Angeles, California, United States","Commerce and Shopping, Community and Lifestyle, Internet Services, Mobile, Software","Enterprise Software, Internet, Marketplace, Mobile, Pet",165849.0,"Bubby is a dual sided business management and marketplace platform that enables users to find and offer dog training services. It offers intelligent scheduling and appointment verification, simplified billing, payments and reporting. Users can access the platform through mobile applications for iOS and Android.",1-10,2.0,Seed,2019-09-01,,Pre-Seed,250000.0,2.0,1-10,Private,,,,,,1,2018,19548,False,False
Xllow,2019-01-01,https://www.xllow.com,"Norwalk, Connecticut, United States","Advertising, Media and Entertainment, Professional Services, Sales and Marketing, Video","Advertising, Brand Marketing, Consulting, Film Production, Marketing",896086.0,"Xllow is a digital marketing company that helps clients advertise their businesses in the community. They concentrate on branding and marketing, as well as media relations, internal communications, web development, video creation, event planning and management, and more. Their management team attempts to bring this deal of experience to their consulting projects. To generate brands and commerce, they balance planned marketing with real-world applications.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,49788,False,False
Halal Genie,2018-03-01,https://halal-genie.com/,"San Jose, California, United States",Commerce and Shopping,E-Commerce,3090520.0,"Halal Genie is a platform that connects local vendors to our customers through their favorite halal cuts. We are a young startup with a bold dream, a dream to transform people’s experience of buying meat and to reacquaint them with its real flavors. Founded in 2018 by a self-professed, ardent meat lover, a passionate cook and a mom on double duty, Halal Genie was born with the vision to provide fresh, quality halal meat, the desire to bring back the real taste of premium meat and most of all to give people an unlimited choice of meats, cuts and flavors, all in the comfort of your home. Halal Genie is committed to delivering farm fresh, healthy and hygienically processed meat right to your doorstep from our carefully selected local halal butcher shops.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,90657,False,False
Progresso Research,2018-01-01,https://progresso-research.com/,"Old Bridge, New Jersey, United States","Data and Analytics, Design",Market Research,2713182.0,"Progresso Research is a Market Research company headquartered in New  York, USA with offices in New Jersey, USA & and National Capital Region, India. We provide our clients with the entire spectrum of services including the design, management, deployment and analysis of custom-built qualitative and quantitative market research engagements.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,84253,False,False
Loanspark,2021-07-01,https://www.loanspark.com,"Newton, Massachusetts, United States","Financial Services, Lending and Investments, Professional Services","Commercial Lending, FinTech, Outsourcing",212326.0,"We standardize a messy business financing process for companies that work with SMBs. Our platform allows you to match your customers with the right loan programs to support their business needs.  We provide your customers the loan program matches, help them select the best lending provider and then we handle the underwriting process for them. It’s your personalized, co-branded, outsourced business financing solution. We make the process easy: your customers grow, you grow!",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2021,23062,False,False
Armonia Jewelry,2020-01-01,https://armoniajewelry204.com,"Lawrence, Massachusetts, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design","E-Commerce, Fashion, Jewelry",2190205.0,"Armonia Jewelry provides jewelry products. Their product includes diamond pieces, diamond necklaces, diamond bracelets, diamond earrings, diamond rings, diamond wedding rings and bands, necklaces, rings, earrings, bracelets, and pendants. They provide inquiries through online applications.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,76706,False,False
The Private Sector Group,2018-01-01,https://www.theprivatesectorgroup.us/,"Washington, District of Columbia, United States","Data and Analytics, Information Technology, Internet Services, Privacy and Security, Professional Services, Software","Big Data, Cloud Management, Consulting, Cyber Security",733321.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,45442,False,False
SelecTech,2020-01-01,https://selectechnologies.com,"College Park, Maryland, United States","Information Technology, Internet Services, Professional Services, Software","Cloud Management, Consulting, Information Technology, Software",693939.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,44277,False,False
Codex Beauty,2018-01-01,https://www.codexlabscorp.com,"Portola Valley, California, United States","Consumer Goods, Design","Beauty, Product Design",209965.0,"Codex Beauty is a global collective of  clean beauty skincare brand that is responsibly revolutionizing how the world views and maintains optimal skin health using ancient herbal traditions, innovative, vegan formulations, unprecedented quality standards and pharmaceutical-grade manufacturing, science, and transparency. By developing products using carefully selected ingredients, formulation innovation, and information transparency, Codex Beauty is empowering skin care customers with the products and peace-of-mind they deserve.",1-10,2.0,Early Stage Venture,2020-03-02,,Non-equity Assistance,,1.0,1-10,Private,,,2.0,3.0,Medical Or Veterinary Science; Hygiene,2,2018,22886,False,False
Coursef,2019-01-01,https://www.coursef.com/,"San Francisco, California, United States",Education,Education,1091473.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,54498,False,False
Marlin Strafe,2020-01-01,https://marlinstrafe.com/,"Atlanta, Georgia, United States","Administrative Services, Information Technology, Professional Services","Human Resources, Information Technology, Recruiting, Staffing Agency",3120738.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,90306,False,False
Progeny Drone,2018-01-01,https://www.progenydrone.com/,"Lafayette, Indiana, United States","Agriculture and Farming, Consumer Electronics, Consumer Goods, Hardware","Agriculture, AgTech, Drones",161768.0,"Progeny Drone is a developer of an agricultural drone designed to provide plant and crop information. The company's platform converts crop photos into information without internet, supercomputers, or ground control points and can also take previously-collected data from prior growing seasons or analyze data from research plots, enabling farmers and crop growers to track and monitor their agricultural fields and keep track of their yields.",1-10,2.0,Seed,2019-10-15,,Pre-Seed,60000.0,2.0,1-10,Private,,,0.0,1.0,,1,2018,19234,False,False
swys,2018-06-01,https://www.swys.io,"Dallas, Texas, United States","Financial Services, Software","Financial Services, FinTech, Software",899935.0,"Developers and companies use swys to create innovative financial technology products and applications across multiple stacks. Swys’ developer friendly API’s offer solutions in accounting, payments, identity, money transfer, global payouts and much more.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,49880,False,False
Lilla Grö,2019-01-01,https://www.lillagrobaby.com/,"Philadelphia, Pennsylvania, United States","Commerce and Shopping, Community and Lifestyle, Health Care","Baby, E-Commerce, Nutraceutical, Parenting",395790.0,"Our mission is to revolutionize the infant formula experience from start to finish by smashing stigmas, streamlining the purchasing process and creating a one-handed, no-mess bottle prep perfect for in the kitchen and on-the-go.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,33670,False,False
NuCAL,2020-01-01,https://nucal.com,"Clifton, New Jersey, United States","Apps, Software","Apps, Software",657716.0,NuCAL Studio builds your apps in minutes integrated development environment will help to create great-looking sophisticated web applications that can integrate with any online service in minutes. Minimize the required time and effort to design and perform tedious operations and empower all of the departments. Design and automate the time-consuming operations in an integrated environment.,11-50,,,,,,,,11-50,Private,,,,,,6,2020,43260,False,False
Record,2021-01-01,http://www.takerecord.com,"Los Angeles, California, United States","Blockchain and Cryptocurrency, Financial Services, Internet Services, Software","FinTech, Software, Web3",682681.0,,1-10,,,,,,,3.0,1-10,Private,,,,,,6,2021,43955,False,False
PAMSS Solutions,2020-01-01,http://www.pamsssolutions.com,"Houston, Texas, United States","Administrative Services, Apps, Mobile, Other, Professional Services, Software","Consulting, Mobile Apps, Project Management, Staffing Agency",2207268.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,76415,False,False
